90.0399 144.749 0
91.6964 138.921 0
94.1777 133.328 0
95.0129 125.358 0
98.3224 117.865 0
99.986 108.566 0
100.821 102.076 0
102.485 94.0223 0
104.155 83.1176 0
106.637 79.7713 0
107.475 73.4776 0
109.964 67.6803 0
110.809 59.8308 0
113.294 56.2543 0
114.126 53.9895 0
114.965 49.7299 0
118.288 43.0681 0
119.127 39.6702 0
119.131 38.8634 0
121.612 37.2988 0
124.1 34.356 0
124.939 31.6454 0
124.942 31.0019 0
125.774 29.7538 0
126.609 27.9752 0
128.269 26.3029 0
130.754 24.7306 0
130.765 23.2523 0
134.902 21.4177 0
138.205 20.9822 0
139.044 19.3267 0
141.525 18.5486 0
143.185 17.4399 0
145.677 15.7372 0
146.505 15.4172 0
148.161 14.7965 0
152.292 14.2008 0
155.609 12.8144 0
158.093 12.0484 0
159.75 11.5633 0
160.575 11.5633 0
163.888 10.651 0
164.712 10.651 0
166.369 10.2222 0
168.84 10.4344 0
175.438 10.4344 0
177.915 10.2222 0
178.747 9.81067 0
182.046 9.81067 0
184.524 9.61115 0
186.998 9.61115 0
189.472 9.61115 0
191.129 9.22422 0
193.606 9.03663 0
194.435 8.85286 0
196.916 8.49645 0
204.335 8.67282 0
206.816 8.32366 0
208.466 8.32366 0
210.119 8.15439 0
210.947 7.98856 0
212.6 7.8261 0
214.25 7.8261 0
216.724 7.8261 0
220.023 7.8261 0
223.325 7.66694 0
224.978 7.51103 0
226.638 7.06204 0
234.079 6.37258 0
238.206 6.24298 0
239.855 6.24298 0
243.158 6.11602 0
243.986 5.99165 0
248.113 5.8698 0
257.196 5.51892 0
262.969 5.51892 0
264.622 5.40668 0
269.574 5.29673 0
272.055 5.08349 0
277.832 4.98011 0
284.43 4.98011 0
286.922 4.4939 0
291.867 4.58719 0
297.647 4.40251 0
306.726 4.22527 0
310.029 4.13935 0
315.805 4.05517 0
320.754 4.05517 0
324.881 3.9727 0
327.355 3.9727 0
333.953 3.9727 0
336.434 3.81276 0
343.036 3.73522 0
349.641 3.58485 0
353.764 3.58485 0
360.362 3.58485 0
366.146 3.37056 0
371.919 3.37056 0
376.054 3.16907 0
382.658 3.04149 0
386.786 2.97964 0
394.215 2.85968 0
399.164 2.85968 0
407.418 2.74455 0
412.374 2.63406 0
419.796 2.63406 0
426.394 2.63406 0
435.474 2.52801 0
447.852 2.42624 0
451.975 2.42624 0
460.233 2.2812 0
475.082 2.23481 0
483.34 2.10122 0
494.062 2.10122 0
498.186 2.10122 0
