9.99039837822e-11	0.991910412	77420268.4729
1.10032853058e-09	0.914457275	75793101.3561
2.10446759553e-09	0.839978319	73752232.966
3.10216252343e-09	0.766817548	71065376.6721
4.10330819347e-09	0.697929959	66503976.8319
5.12137459761e-09	0.632531915	63246981.8871
6.12076623167e-09	0.570331827	60133532.108
7.12534708643e-09	0.512025971	55300238.5174
8.1583199027e-09	0.457654623	51549615.5005
9.15697706045e-09	0.407296227	47457435.3267
1.01872633409e-08	0.361366171	43136686.0858
1.12047901174e-08	0.318960358	39631337.8504
1.22324178675e-08	0.280313961	34529111.4599
1.33112241936e-08	0.246227061	31606347.4705
1.43176570449e-08	0.214407167	29038524.829
1.53696818581e-08	0.186452487	24868324.832
1.64300222064e-08	0.161876184	21894190.2181
1.75005048543e-08	0.139799843	19614417.5449
1.85690112895e-08	0.119921159	17021174.0605
1.96376516146e-08	0.103423096	15068397.1922
2.06973194029e-08	0.087850967	12861231.0056
2.17882962448e-08	0.0757631586	10979439.6945
2.28610007984e-08	0.0640949576	10043518.1352
2.39210421822e-08	0.0543428861	8622690.89455
2.49955508855e-08	0.045689392	7206172.2619
2.61409906262e-08	0.0383455552	5753082.72665
2.72691974019e-08	0.0326089155	4923772.52468
2.84152742459e-08	0.0271475	4441164.23192
2.9567913767e-08	0.0223999386	3668780.37175
3.07302919737e-08	0.0186542084	2957989.7144
3.19241939346e-08	0.0154300861	2288089.79499
3.30798831094e-08	0.0132781329	1613712.23934
3.42139149951e-08	0.0117351352	1754971.86462
3.53613669216e-08	0.009274193	1671255.24609
3.64296861639e-08	0.00803201601	1195464.16406
3.74980054063e-08	0.00671991826	1336059.66121
3.85663246486e-08	0.00517733952	1085305.56133
3.9634643891e-08	0.00440101263	800162.836269
4.07029631333e-08	0.00346768081	826853.420759
4.17712823757e-08	0.00263432579	553604.003892
4.2839601618e-08	0.00228482919	379568.72716
4.39079208603e-08	0.00182332464	349426.26249
4.49762401027e-08	0.00153823159	308554.200779
4.6044559345e-08	0.00116405586	182202.142659
4.71128785874e-08	0.00114893148	169961.537059
4.81811978297e-08	0.000800909499	248078.188611
4.92495170721e-08	0.000618878075	127333.782925
5.03178363144e-08	0.000528843238	72016.226942
5.13861555567e-08	0.000465005433	85125.2157547
5.24544747991e-08	0.000346961426	97727.0439034
5.35227940414e-08	0.00025619807	64079.617577
5.45911132838e-08	0.000210046449	42591.3811118
5.56594325261e-08	0.000165195686	42726.4530962
5.67277517685e-08	0.000118755465	34399.2009067
5.77960710108e-08	9.16970295e-05	18979.1485505
5.88643902532e-08	7.82038858e-05	14922.2054775
5.99327094955e-08	5.98136710001e-05	13501.4135091
6.10010287378e-08	4.93562461e-05	11705.3137342
6.20693479802e-08	3.48036472e-05	10622.6208891
6.31376672225e-08	2.66595455e-05	6069.50674754
6.42059864649e-08	2.18353055e-05	4449.4275321
6.52743057072e-08	1.71527274e-05	3564.25275243
6.63426249496e-08	1.42197859e-05	3735.28752622
6.74109441919e-08	9.17176832005e-06	2981.05093848
6.84792634343e-08	7.85035773998e-06	1498.08757211
6.95475826766e-08	5.97089676002e-06	1531.38414081
7.06159019189e-08	4.57834345002e-06	1134.46256698
7.16842211613e-08	3.54696037996e-06	715.291337756
7.27525404036e-08	3.05002445e-06	540.594348682
7.3820859646e-08	2.39190568996e-06	616.031925593
