5.98666     0.000710638     0.
6.25311     0.000273031     0.
6.38857     0.000108218     0.
6.72187     3.79001e-05     0.
7.44136     4.50746e-06     0.
8.06378     1.48360e-06     0.
9.20089     4.44859e-07     0.
10.5769     1.46307e-07     0.
12.5232     4.96052e-08     0.
17.8252     1.02431e-08     0.
25.0110     3.68546e-09     0.
27.1215     2.96667e-09     0.
29.1968     2.70186e-09     0.
31.1989     2.38619e-09     0.
33.3407     2.31167e-09     0.
35.8926     2.17125e-09     0.
38.6408     2.10324e-09     0.
42.2169     1.97509e-09     0.
44.4541     1.91379e-09     0.
47.5059     1.85402e-09     0.
51.5245     1.91001e-09     0.
55.8818     1.90793e-09     0.
61.9628     1.84744e-09     0.
68.7105     1.96225e-09     0.
75.6327     2.08440e-09     0.
83.2504     2.14692e-09     0.
90.2948     2.28103e-09     0.
99.3939     2.49891e-09     0.
107.799     2.49620e-09     0.
117.787     2.65185e-09     0.
127.760     2.99674e-09     0.
142.722     3.18266e-09     0.
151.409     3.38246e-09     0.
163.010     3.48495e-09     0.
176.804     3.70262e-09     0.
193.189     4.05670e-09     0.
217.418     4.44288e-09     0.
232.360     4.72133e-09     0.
246.503     5.01772e-09     0.
265.390     5.16976e-09     0.
285.737     5.66525e-09     0.
305.374     6.02031e-09     0.
331.214     6.39635e-09     0.
361.910     7.00803e-09     0.
392.534     7.44577e-09     0.
425.759     8.15860e-09     0.
461.786     8.66821e-09     0.
493.523     9.21146e-09     0.
539.249     9.78587e-09     0.
576.309     1.03992e-08     0.
643.833     1.17470e-08     0.
703.501     1.28703e-08     0.
757.455     1.45456e-08     0.
827.635     1.54526e-08     0.
897.667     1.64178e-08     0.
959.360     1.74468e-08     0.
995.492     1.91284e-08     0.
