0        657.640
195.291  657.640
245.321  670.851
339.402  667.830
408.413  663.787
477.475  654.668
527.746  643.514
590.548  633.378
653.390  619.181
716.262  601.938
785.404  584.697
823.206  566.433
854.748  547.152
898.871  523.813
936.622  510.625
986.995  489.318
968.366  471.039
874.496  452.740
924.868  431.434
987.751  413.176
1050.63  394.918
1144.90  373.623
1245.41  354.360
1276.86  344.215
1389.86  330.032
1590.46  334.145
1709.62  332.145
1803.72  327.094
2004.40  323.085
2117.42  306.871
2211.39  315.017
2437.10  317.106
2531.20  312.055
2662.86  313.104
2763.25  306.024
2938.84  303.024
3051.77  296.962
3177.17  296.994
3277.52  293.975
3384.10  295.018
3509.48  297.081
3565.88  300.141
3597.47  275.784
3497.34  257.484
3491.21  243.269
3303.50  203.626
